Keyword,Mã HS,Dòng SP,Loại,Lớp 1,Lớp 2,Cluster_ID
"bóng đèn, xe ô tô, phụ tùng, tùng xe, isuzu nhóm 8704, xe máy, đèn xe ô, nhóm 8704 kltb, tô tải isuzu, tải isuzu nhóm, ô tô tải, dây tóc, tùng bảo hành, hành sửa chữa, sửa chữa xe",85392920,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — xe có động cơ,Bóng Đèn Nâng,11
"bóng đèn, xe ô tô, phụ tùng, tùng xe, isuzu nhóm 8704, xe máy, đèn xe ô, nhóm 8704 kltb, tô tải isuzu, tải isuzu nhóm, ô tô tải, dây tóc, tùng bảo hành, hành sửa chữa, sửa chữa xe",85392920,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — xe có động cơ,Bóng Đèn Báo Phanh,12
"bóng đèn, xe ô tô, phụ tùng, tùng xe, isuzu nhóm 8704, xe máy, đèn xe ô, nhóm 8704 kltb, tô tải isuzu, tải isuzu nhóm, ô tô tải, dây tóc, tùng bảo hành, hành sửa chữa, sửa chữa xe",85392920,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — xe có động cơ,Bóng Đèn Hậu Máy,14
"bóng đèn, xe nâng bóng, phụ tùng, source, máy, tvh xe nâng, đèn 48v 10w, đèn 56v 25w, light bult l940, bult l940 đèn, uv light bult, phổ 1291335 hsx, thermo fisher scientific, hsx thermo fisher, quang phổ 1291335",85392930,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — phản xạ,[OUTLIER] đèn bóng phụ,-1
"bóng đèn, máy điều trị, trị da laser, báo xung tia, xung tia laser, tia laser code, điều trị da, đèn flash báo, flash báo xung, kiện máy điều, phụ kiện máy, da laser bóng, fotona, laser code 111202, laser code 75114",85392941,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn flash / cỡ nhỏ — thiết bị y tế,[OUTLIER] laser bóng đèn,-1
"đèn, bóng, máy, cấp năng lượng, cung cấp năng, năng lượng phát, lượng phát laser, nhãn hiệu, flash, linh kiện, hiệu haas, công, vi sóng electrolux, kiện lò vi, lò vi sóng",85392949,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn flash / cỡ nhỏ — loại khác,[OUTLIER] đèn bóng máy,-1
"đèn, bóng, máy, cấp năng lượng, cung cấp năng, năng lượng phát, lượng phát laser, nhãn hiệu, flash, linh kiện, hiệu haas, công, vi sóng electrolux, kiện lò vi, lò vi sóng",85392949,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn flash / cỡ nhỏ — loại khác,Bóng Đèn Flash,0
"dây tóc công, bóng đèn dây, công suất 300w, suất 300w e27, biến sản phẩm, máy đo bộ, bộ biến sản, đo bộ biến, tóc công suất, đèn dây tóc, pilot lamp khtk, báo pilot lamp, khtk 104858536201 elpf000003, đèn báo pilot, lamp khtk 104858536201",85392950,SP ĐÈN/BÓNG ĐÈN,NC,"Bóng đèn dây tóc >200W ≤300W, >100V",[OUTLIER] đèn bóng dây,-1
"đèn, công, điện áp, bóng, huỳnh quang robot, thị phát sáng, hiển thị phát, mạch chip led, ngọn lửa tích, trang trí nến, áp quá 100v, nến sáp led, led mô phỏng, phỏng ngọn lửa, chip led trang",85392960,SP ĐÈN/BÓNG ĐÈN,NC,"Bóng đèn dây tóc ≤200W, ≤100V",[OUTLIER] đèn bóng công,-1
"đèn, công, điện áp, huỳnh quang robot, thị phát sáng, hiển thị phát, bóng, mạch chip led, ngọn lửa tích, trang trí nến, áp quá 100v, nến sáp led, led mô phỏng, phỏng ngọn lửa, chip led trang",85392960,SP ĐÈN/BÓNG ĐÈN,NC,"Bóng đèn dây tóc ≤200W, ≤100V",Đèn Huỳnh Quang,0
"đèn, công, điện áp, huỳnh quang robot, thị phát sáng, hiển thị phát, bóng, mạch chip led, ngọn lửa tích, trang trí nến, áp quá 100v, nến sáp led, led mô phỏng, phỏng ngọn lửa, chip led trang",85392960,SP ĐÈN/BÓNG ĐÈN,NC,"Bóng đèn dây tóc ≤200W, ≤100V",Đèn Mô Phỏng Lửa,1
"bóng đèn, đốt, bóng cắm, nhà xưởng, haixing maritime electric, đèn tàu thủy, tàu thủy model, sx haixing maritime, maritime electric group, đèn sợi, dây tóc, điện áp, cắm 24v 150w, hãng osram hlx, tóc hãng osram",85392960,SP ĐÈN/BÓNG ĐÈN,NC,"Bóng đèn dây tóc ≤200W, ≤100V",Bóng Đốt Tàu Thủy,2
"bóng đèn, sản xuất, xuất essa hitech, công suất, đèn sản, dây, xe ô tô, dòng điện 120v, trang trí nhãn, đèn led công, suất 60w dòng, đèn trang trí, xuất đèn trang, trí nhãn hiệu, điện 120v sản",85392990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — loại khác,[OUTLIER] đèn bóng tóc,-1
"bóng đèn, sản xuất, xuất essa hitech, công suất, đèn sản, dây, xe ô tô, dòng điện 120v, trang trí nhãn, đèn led công, suất 60w dòng, đèn trang trí, xuất đèn trang, trí nhãn hiệu, điện 120v sản",85392990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — loại khác,Bóng Đèn Đôi,2
"bóng đèn, sản xuất, xuất essa hitech, công suất, đèn sản, dây, xe ô tô, dòng điện 120v, trang trí nhãn, đèn led công, suất 60w dòng, đèn trang trí, xuất đèn trang, trí nhãn hiệu, điện 120v sản",85392990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — loại khác,Bóng Đèn Led,1
"bóng đèn, sản xuất, xuất essa hitech, công suất, đèn sản, dây, xe ô tô, dòng điện 120v, trang trí nhãn, đèn led công, suất 60w dòng, đèn trang trí, xuất đèn trang, trí nhãn hiệu, điện 120v sản",85392990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn dây tóc — loại khác,Bóng Đèn Dây,0
"huỳnh quang, đèn, bóng, điện áp 220v, quang compact, fpl27w điện áp, compact kt d20xl245mm, quang tốt nóng, compact fpl27w điện, dạng ống huỳnh, áp 220v 27w, hai hm 7w, hm 7w lamp, tuýp máy may, may công nghiệp",85393110,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn huỳnh quang — ống dùng cho đèn com-pắc,[OUTLIER] đèn bóng huỳnh,-1
"đèn huỳnh quang, bóng đèn huỳnh, dạng ống thẳng, công suất, quang dạng ống, huỳnh quang dạng, điện áp, thẳng đèn, philips, việc 8011 15w, làm việc 8011, quang bóng thẳng, huỳnh quang bóng, đèn làm việc, huỳnh quang tốt",85393120,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn huỳnh quang — ống thẳng,[OUTLIER] đèn bóng huỳnh,-1
"bóng đèn, lưu lắp liền, đèn huỳnh quang, com pắc đã, huỳnh quang com, pắc đã chấn, đã chấn lưu, quang com pắc, chấn lưu lắp, philips, điện áp 220v, bóng pl 18w, pl 18w điện, áp 220v bóng, compact chữ 14w",85393130,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn huỳnh quang com-pắc có chấn lưu lắp liền,[OUTLIER] bóng đèn huỳnh,-1
"bóng đèn, đèn huỳnh quang, công suất, huỳnh quang dạng, philips, lắp, nhãn hiệu, quang dạng thẳng, dạng thẳng ballast, nhà xưởng, mục phụ lục, ống, máy, điện áp, bct tknl",85393190,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn huỳnh quang ca-tốt nóng — loại khác,[OUTLIER] đèn bóng quang,-1
"bóng đèn, đèn huỳnh quang, công suất, huỳnh quang dạng, philips, lắp, nhãn hiệu, quang dạng thẳng, dạng thẳng ballast, nhà xưởng, mục phụ lục, ống, máy, điện áp, bct tknl",85393190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn huỳnh quang ca-tốt nóng — loại khác,Bóng Đèn Huỳnh Quang,0
"bóng đèn, đèn huỳnh quang, công suất, huỳnh quang dạng, philips, lắp, nhãn hiệu, quang dạng thẳng, dạng thẳng ballast, nhà xưởng, mục phụ lục, ống, máy, điện áp, bct tknl",85393190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn huỳnh quang ca-tốt nóng — loại khác,Bóng Đèn So Màu,3
"bóng đèn, đèn huỳnh quang, công suất, huỳnh quang dạng, philips, lắp, nhãn hiệu, quang dạng thẳng, dạng thẳng ballast, nhà xưởng, mục phụ lục, ống, máy, điện áp, bct tknl",85393190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn huỳnh quang ca-tốt nóng — loại khác,Bóng Đèn Thao Tác,1
"bóng đèn, đèn huỳnh quang, công suất, huỳnh quang dạng, philips, lắp, nhãn hiệu, quang dạng thẳng, dạng thẳng ballast, nhà xưởng, mục phụ lục, ống, máy, điện áp, bct tknl",85393190,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn huỳnh quang ca-tốt nóng — loại khác,Bóng Đèn Phòng Máy,2
"bóng đèn, halogen, công suất, kim loại, nồi chiên dầu, chuẩn g9 120v, con nhộng đui, đui cắm chuẩn, đi kèm dây, dạng viên con, cắm chuẩn g9, viên con nhộng, nhộng đui cắm, đèn lò, thủy ngân",85393200,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn hơi thủy ngân / natri / ha-lo-gien kim loại,[OUTLIER] đèn bóng halogen,-1
"bóng đèn, công suất, halogen kim loại, đèn halogen, thủy ngân, máy, đèn cao áp, điện áp, nhãn hiệu, hãng sản xuất, nhà xưởng, đèn hơi, sử dụng, chiếu dạng halogen, dạng halogen kim",85393200,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn hơi thủy ngân / natri / ha-lo-gien kim loại,Bóng Máy Chiếu,0
"bóng đèn, halogen, công suất, kim loại, nồi chiên dầu, chuẩn g9 120v, con nhộng đui, đui cắm chuẩn, đi kèm dây, dạng viên con, cắm chuẩn g9, viên con nhộng, nhộng đui cắm, đèn lò, thủy ngân",85393200,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn hơi thủy ngân / natri / ha-lo-gien kim loại,Đèn Halogen,1
"huỳnh quang, bóng đèn, đèn inox đôi, fs40 36 m9, quang 2m máng, inox đôi 2x36w, đôi 2x36w fs40, máng đèn inox, đèn tuýp huỳnh, lưu lắp liền, quang compact tốt, liền công suất, suất 11w 230v, lạnh chấn lưu, lắp liền công",85393910,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn phóng điện — ống dùng cho đèn com-pắc,[OUTLIER] đèn bóng huỳnh,-1
"bóng đèn, quang, lạnh, tốt, thermo fisher scientific, hsx thermo fisher, đèn huỳnh, máy, lưu lắp liền, xơ ngoại lai, ngoại lai sp, sp spu truetzschler, lai sp spu, chấn lưu lắp, phổ",85393940,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn CCFL — loại khác,[OUTLIER] đèn bóng huỳnh,-1
"bóng đèn, quang, lạnh, tốt, thermo fisher scientific, hsx thermo fisher, đèn huỳnh, máy, lưu lắp liền, xơ ngoại lai, ngoại lai sp, sp spu truetzschler, lai sp spu, chấn lưu lắp, phổ",85393940,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn CCFL — loại khác,Bóng Đèn Quang,0
"đèn, bộ phận tạo, bị quang phổ, phân tích mẫu, quang phổ ptn, quang phổ code, kiểm nghiệm tp, đặc thù thiết, mẫu kiểm nghiệm, perkinelmer phụ kiện, tạo phổ nguyên, tích mẫu kiểm, phụ kiện đặc, kiện đặc thù, phận tạo phổ",85393990,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn phóng điện — loại khác,[OUTLIER] đèn bóng máy,-1
"đèn, máy quang phổ, phụ kiện máy, quang phổ hấp, nguyên tử, hấp thụ nguyên, nguyên tố, kiện máy quang, cathode rỗng, phổ hấp thụ, bóng, phòng thí nghiệm, phân tích, sáng, rỗng nguyên",85393990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn phóng điện — loại khác,Đèn Cathode Rỗng,3
"đèn, máy quang phổ, phụ kiện máy, quang phổ hấp, nguyên tử, hấp thụ nguyên, nguyên tố, bóng, kiện máy quang, cathode rỗng, phổ hấp thụ, phòng thí nghiệm, phân tích, sáng, rỗng nguyên",85393990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn phóng điện — loại khác,Đèn Led Dán,0
"đèn, phát quang, máy quang phổ, phụ kiện máy, quang phổ hấp, nguyên tử, hấp thụ nguyên, nguyên tố, kiện máy quang, cathode rỗng, phổ hấp thụ, bóng, hoặc 5v lắp, đi ốt phát, quang hoặc 5v",85393990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn phóng điện — loại khác,Đèn Phát Sáng,1
"đèn, máy quang phổ, phụ kiện máy, quang phổ hấp, nguyên tử, hấp thụ nguyên, bóng, nguyên tố, kiện máy quang, cathode rỗng, phổ hấp thụ, phòng thí nghiệm, phân tích, sáng, rỗng nguyên",85393990,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn phóng điện — loại khác,Bóng Đèn Hơi,2
"chiếu sáng, đèn, điện áp, kích thước, thủy tinh, dòng điện, công suất, technology, phóng điện thủy, sx shenzhen guanxinya, xenon dạng ống, sáng nhà xưởng, guanxinya sx shenzhen, xưởng guanxinya sx, áp 220v kích",8539399090,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn phóng điện — loại khác,[OUTLIER] chiếu sáng đèn,-1
"đèn hồ quang, bóng đèn hồ, máy, công suất, hồ quang xenon, thử độ bền, bền ánh sáng, độ bền ánh, atlas, quang phát tia, hồ quang phát, điện áp, nhãn hiệu christie, chiếu kts christie, kts christie công",85394100,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn hồ quang,[OUTLIER] đèn quang bóng,-1
"đèn hồ quang, bóng đèn hồ, máy, công suất, hồ quang xenon, thử độ bền, bền ánh sáng, độ bền ánh, atlas, quang phát tia, hồ quang phát, điện áp, nhãn hiệu christie, chiếu kts christie, kts christie công",85394100,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn hồ quang,Bóng Đèn Thử Bền,0
"đèn hồ quang, bóng đèn hồ, máy, công suất, hồ quang xenon, thử độ bền, bền ánh sáng, độ bền ánh, atlas, quang phát tia, hồ quang phát, điện áp, nhãn hiệu christie, chiếu kts christie, kts christie công",85394100,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn hồ quang,Bóng Đèn Chiếu,1
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn tia cực tím / hồng ngoại,[OUTLIER] đèn bóng công,-1
"đèn, công suất, bóng, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Sưởi Chăn,12
"đèn, bóng, công suất, adaptor uv nghiệp, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Khô Mực,4
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn tia cực tím / hồng ngoại,Đèn Thí Nghiệm,0
"transmission machinery linh, machinery linh kiện, hộp giảm tốc, sơn nhãn hiệu, nhãn hiệu jmc, sản xuất tongning, speed transmission machinery, hiệu jmc tkm48b, kw sản xuất, tốc dây truyền, xuất tongning speed, giảm tốc dây, mv90l4 kw sản, linh kiện thay, b3 mv90l4 kw",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Sấy Sơn,6
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn Sưởi,33
"đèn, công suất, bóng, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Sưởi Nuôi,18
"ốt phát quang, đi ốt phát, đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, cấp nguồn hồng, t300 009550500 hãng, đo khí t300, phân tích t300, t300 bộ cấp, khí t300 bộ",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Led Phát,8
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Sấy Nông,16
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn UV,23
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Diệt Vi Khuẩn,17
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, tấm nguồn sáng, colorspace 220v 1000w, ngoại nhà xưởng, nhà xưởng colorspace, nguồn sáng hồng, xưởng colorspace 220v, cấp nguồn hồng, t300 009550500 hãng",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn Hồng Ngoại,22
"uv uv energy, cụ đo tia, nhập tk tạm, uv energy meter, dụng cụ đo, tái nhập tk, đo tia uv, uvicure plus ii, tạm sửa chữa, tk tạm sửa, chữa 307577428711 g61, sửa chữa 307577428711, đèn, bóng, công suất",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Chiếu Tia,1
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn UV Cảnh,25
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Sấy Mực,30
"đèn, công suất, bóng, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Diệt Côn Trùng,10
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn Bẫy Côn Trùng,24
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn Thí Nghiệm,28
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Chế Biến Sữa,3
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Chiếu Giày,5
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Sấy Thực Phẩm,19
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Nhiệt,20
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Diệt Khuẩn,7
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Đóng Rắn,9
"đèn, công suất, bóng, tia cực tím, điện áp, hồng ngoại, máy, tấm nguồn sáng, colorspace 220v 1000w, ngoại nhà xưởng, nhà xưởng colorspace, nguồn sáng hồng, xưởng colorspace 220v, cấp nguồn hồng, t300 009550500 hãng",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Hồng Ngoại,13
"transmission machinery linh, machinery linh kiện, hộp giảm tốc, sơn nhãn hiệu, nhãn hiệu jmc, sản xuất tongning, speed transmission machinery, hiệu jmc tkm48b, kw sản xuất, tốc dây truyền, xuất tongning speed, giảm tốc dây, mv90l4 kw sản, linh kiện thay, b3 mv90l4 kw",85394900,SP ĐÈN/BÓNG ĐÈN,LK,Bóng đèn tia cực tím / hồng ngoại,Đèn Kiểm Tra,14
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn Lọc Nước,26
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, tấm nguồn sáng, colorspace 220v 1000w, ngoại nhà xưởng, nhà xưởng colorspace, nguồn sáng hồng, xưởng colorspace 220v, sản xuất, sấy",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Chiếu Sáng,27
"uv uv energy, cụ đo tia, nhập tk tạm, uv energy meter, dụng cụ đo, tái nhập tk, đo tia uv, uvicure plus ii, tạm sửa chữa, tk tạm sửa, chữa 307577428711 g61, sửa chữa 307577428711, đèn, bóng, công suất",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Tia Cực Tím,35
"ốt phát quang, đi ốt phát, phát tia cực, khô keo mực, mực in do, cực tím khô, keo mực in, tím khô keo, trung sản xuất, dòng điện 10a, điện 10a phát, sek trung sản, in do sek, do sek trung, máy quang phổ",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đi Ốt Phát Quang,2
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Khử Khuẩn,15
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Chiếu UV,21
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn UV Cấy,29
"laze laser line, dụng cụ đánh, line kml 2501cfa, cụ đánh dấu, dấu laze laser, đánh dấu laze, laser line kml, đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Đèn Laser Cắt,31
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn Sấy UV,32
"đèn, bóng, công suất, adaptor uv nghiệp, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn Công Nghiệp,34
"đèn, bóng, công suất, tia cực tím, điện áp, hồng ngoại, máy, sản xuất, sấy, ấm gia súc, sưởi ấm gia, lamp, áp 220v, gà sưởi ấm, úm gà sưởi",85394900,SP ĐÈN/BÓNG ĐÈN,NC,Bóng đèn tia cực tím / hồng ngoại,Bóng Đèn UV Diệt Khuẩn,36
"quang hữu cơ, phát quang hữu, hữu cơ 31003, cơ 31003 00152, đi ốt phát, ốt phát quang, led, quang âm trần, phát quang âm, osram gmbh, điện áp, đèn, mô đun, trần core dl, core dl rc",85395100,SP ĐÈN/BÓNG ĐÈN,LK,Mô-đun LED,[OUTLIER] led đèn phát,-1
"đèn led, phát quang đèn, module đi ốt, led dây mềm, điện áp 24v, dạng, cuộn điện áp, đi ốt phát, ốt phát quang, áp 24v 5m, dây mềm stn, điện áp 12v, đèn chiếu sáng, led cụm, dây mềm stw",85395100,SP ĐÈN/BÓNG ĐÈN,LK,Mô-đun LED,Dây Đèn Mềm,35
"mô đun, đun đi ốt, phát quang led, công suất, đi ốt phát, ốt phát quang, module chip led, quang led sử, dụng bàn phím, sử dụng bàn, led sử dụng, dòng điện, phím điện áp, bàn phím điện, đun led",85395100,SP ĐÈN/BÓNG ĐÈN,LK,Mô-đun LED,Mô Đun Công Suất,1
